iso3;anio;valor_en_porcentaje
USA;1970;4.7585278
VEN;1970;5.406153
OWID_WRL;1970;6.6527715
DZA;1971;2.4559188
ARG;1971;1.2702763
AUS;1971;5.8227277
AUT;1971;19.6523
BGD;1971;3.859758
BEL;1971;0.07485565
BRA;1971;26.37442
BGR;1971;2.9434657
CAN;1971;25.556093
CHL;1971;14.860414
CHN;1971;3.0704048
COL;1971;14.3879595
CZE;1971;0.64512116
EGY;1971;15.877998
FRA;1971;9.354795
DEU;1971;1.6637679
HUN;1971;0.128392
IND;1971;12.774062
IDN;1971;4.00115
IRN;1971;4.3325543
ITA;1971;9.320574
JPN;1971;7.818609
LUX;1971;0.31431046
MYS;1971;6.2558084
MEX;1971;10.142723
MAR;1971;13.923879
NLD;1971;0.16516818
NZL;1971;41.630173
PAK;1971;11.862198
PER;1971;17.671724
POL;1971;0.48687243
ROU;1971;2.8985322
SAU;1971;0
SVK;1971;2.8729024
ZAF;1971;0.07294351
ESP;1971;17.417469
CHE;1971;35.24591
TWN;1971;6.7593374
OWID_USS;1971;4.199794
GBR;1971;3.5202503
USA;1971;5.2267337
VEN;1971;6.983936
OWID_WRL;1971;6.8122854
DZA;1972;3.278343
ARG;1972;1.2349532
AUS;1972;5.599285
AUT;1972;19.524149
BGD;1972;3.406534
BEL;1972;0.10013115
BRA;1972;27.116016
BGR;1972;2.7616532
CAN;1972;26.880077
CHL;1972;17.308092
CHN;1972;3.227597
COL;1972;13.823888
CZE;1972;0.6712159
EGY;1972;14.63569
FRA;1972;9.5122
DEU;1972;1.8386331
HUN;1972;0.14248806
IND;1972;11.776673
IDN;1972;3.3738363
IRN;1972;5.018947
ITA;1972;9.287752
JPN;1972;7.6518364
LUX;1972;0.35941938
MYS;1972;6.1961737
MEX;1972;9.780027
MAR;1972;13.526379
NLD;1972;0.11446433
NZL;1972;41.191326
PAK;1972;13.898219
PER;1972;20.367374
POL;1972;0.4683993
ROU;1972;4.4929147
SAU;1972;0
SVK;1972;2.8667028
ZAF;1972;0.52579415
ESP;1972;18.831684
CHE;1972;32.882725
TWN;1972;7.442085
OWID_USS;1972;4.0271845
GBR;1972;3.673574
USA;1972;5.3539753
VEN;1972;7.378936
OWID_WRL;1972;6.941994
DZA;1973;4.175826
ARG;1973;2.2839267
AUS;1973;5.588665
AUT;1973;20.17739
BGD;1973;5.024387
BEL;1973;0.19139794
BRA;1973;26.067352
BGR;1973;3.2605417
CAN;1973;27.474419
CHL;1973;17.450201
CHN;1973;3.417015
COL;1973;15.555398
CZE;1973;0.57063675
EGY;1973;15.458054
FRA;1973;8.632648
DEU;1973;2.0752115
HUN;1973;0.12081837
IND;1973;12.607008
IDN;1973;3.7743795
IRN;1973;3.5577044
ITA;1973;8.123724
JPN;1973;5.5749536
LUX;1973;0.2993406
MYS;1973;5.646239
MEX;1973;9.648298
MAR;1973;9.094625
NLD;1973;0.36571285
NZL;1973;39.168327
PAK;1973;14.215199
PER;1973;19.269955
POL;1973;0.45816857
ROU;1973;4.244083
SAU;1973;0
SVK;1973;2.7478938
ZAF;1973;0.577211
ESP;1973;15.124355
CHE;1973;34.763435
TWN;1973;5.9530554
OWID_USS;1973;3.941008
GBR;1973;3.404124
USA;1973;5.580639
VEN;1973;6.668882
OWID_WRL;1973;6.872115
DZA;1974;2.494738
ARG;1974;4.342596
AUS;1974;5.95511
AUT;1974;23.734526
BGD;1974;3.4634595
BEL;1974;0.2676896
BRA;1974;26.414951
BGR;1974;3.6594305
CAN;1974;28.60637
CHL;1974;19.770317
CHN;1974;3.7493546
COL;1974;15.7888975
CZE;1974;0.9500237
EGY;1974;16.143082
FIN;1974;18.06427
FRA;1974;9.969419
DEU;1974;2.4660115
HUN;1974;0.094015844
IND;1974;11.425445
IDN;1974;3.9022937
IRN;1974;3.4556205
ITA;1974;8.301662
JPN;1974;7.4049354
LUX;1974;0.43540335
MYS;1974;5.05663
MEX;1974;9.094654
MAR;1974;9.542439
NLD;1974;1.1395861
NZL;1974;40.95153
PAK;1974;13.5965605
PER;1974;18.357449
POL;1974;0.620982
ROU;1974;4.733459
SAU;1974;0
SVK;1974;4.54585
ZAF;1974;0.6448366
ESP;1974;15.479853
CHE;1974;38.581486
TWN;1974;8.604859
OWID_USS;1974;4.1886034
GBR;1974;4.2407827
USA;1974;6.618513
VEN;1974;7.9816513
OWID_WRL;1974;7.675576
DZA;1975;1.3782818
ARG;1975;5.64054
AUS;1975;6.2970085
AUT;1975;25.034246
BGD;1975;6.043976
BEL;1975;3.871629
BRA;1975;27.490095
BGR;1975;5.465439
CAN;1975;27.71457
CHL;1975;21.942268
CHN;1975;3.503824
COL;1975;18.878565
CZE;1975;0.91022944
EGY;1975;16.16058
FIN;1975;17.08967
FRA;1975;11.624997
DEU;1975;3.254713
HUN;1975;0.17870052
IND;1975;12.693411
IDN;1975;3.3421185
IRN;1975;3.1140482
ITA;1975;9.101361
JPN;1975;8.207497
LUX;1975;0.45285672
MYS;1975;4.8979263
MEX;1975;7.7844524
MAR;1975;7.134391
NLD;1975;1.461569
NZL;1975;43.82888
PAK;1975;14.901722
PER;1975;18.165419
POL;1975;0.5374193
ROU;1975;4.793049
SAU;1975;0
SVK;1975;3.5232208
ZAF;1975;0.59844273
ESP;1975;13.414354
CHE;1975;42.586536
TWN;1975;8.733823
OWID_USS;1975;4.0131335
GBR;1975;4.079702
USA;1975;7.673963
VEN;1975;8.893406
OWID_WRL;1975;8.156491
DZA;1976;1.4010222
ARG;1976;5.2805696
AUS;1976;5.7934213
AUT;1976;20.905321
BGD;1976;5.868124
BEL;1976;5.2734094
BRA;1976;28.666958
BGR;1976;8.146262
CAN;1976;28.393713
CHL;1976;21.900364
CHN;1976;3.3725686
COL;1976;19.034077
CZE;1976;0.7058947
EGY;1976;15.923643
FIN;1976;12.514575
FRA;1976;8.988821
DEU;1976;3.207044
HUN;1976;0.16931991
IND;1976;12.776077
IDN;1976;1.86724
IRN;1976;3.0952492
ITA;1976;8.264039
JPN;1976;8.561666
LUX;1976;0.2848827
MYS;1976;4.1376095
MEX;1976;8.30845
MAR;1976;6.466088
NLD;1976;1.5344442
NZL;1976;39.66771
PAK;1976;15.559706
PER;1976;18.74816
POL;1976;0.4238295
ROU;1976;3.851948
SAU;1976;0
SVK;1976;3.8035312
ZAF;1976;0.96040404
ESP;1976;10.660241
CHE;1976;37.609077
TWN;1976;5.838051
OWID_USS;1976;4.3382497
GBR;1976;4.759385
USA;1976;7.3539677
VEN;1976;9.633482
OWID_WRL;1976;7.9901023
DZA;1977;0.8817282
ARG;1977;4.9611993
AUS;1977;5.2697754
AUT;1977;25.271303
BGD;1977;5.079776
BEL;1977;6.416232
BRA;1977;30.686188
BGR;1977;9.162012
CAN;1977;28.756395
CHL;1977;22.105398
CHN;1977;3.2287142
COL;1977;18.79995
CZE;1977;0.9296591
EGY;1977;16.571007
FIN;1977;18.36673
FRA;1977;12.939471
DEU;1977;4.31802
HUN;1977;0.14541946
IND;1977;12.903142
IDN;1977;2.34783
IRN;1977;2.8250146
ITA;1977;10.263176
JPN;1977;7.570321
LUX;1977;0.69326395
MYS;1977;2.8693047
MEX;1977;8.738277
MAR;1977;7.88484
NLD;1977;1.5085223
NZL;1977;36.97633
NOR;1977;64.26859
PAK;1977;16.396587
PER;1977;19.299877
POL;1977;0.49482882
ROU;1977;4.187206
SAU;1977;0
SVK;1977;3.728671
ZAF;1977;0.9714049
ESP;1977;16.74441
CHE;1977;43.15841
TWN;1977;5.116251
OWID_USS;1977;4.721385
GBR;1977;5.044491
USA;1977;7.135481
VEN;1977;9.939145
OWID_WRL;1977;8.32979
DZA;1978;0.6521151
ARG;1978;7.0858197
AUS;1978;5.508697
AUT;1978;24.244625
BGD;1978;5.5367117
BEL;1978;6.437148
BRA;1978;30.963718
BGR;1978;8.274549
CAN;1978;30.484804
CHL;1978;22.151817
CHN;1978;2.7594638
COL;1978;20.633047
CZE;1978;0.8529741
EGY;1978;17.237104
FIN;1978;15.522062
FRA;1978;12.918242
DEU;1978;4.407154
HUN;1978;0.12593117
IND;1978;15.391042
IDN;1978;1.49063
IRN;1978;4.5260034
ITA;1978;9.231106
JPN;1978;8.93935
LUX;1978;0.65441746
MYS;1978;2.5391793
MEX;1978;6.597964
MAR;1978;7.7057586
NLD;1978;1.711121
NZL;1978;39.497875
NOR;1978;64.17826
PAK;1978;18.48265
PER;1978;19.762915
POL;1978;0.46934918
ROU;1978;4.4158015
SAU;1978;0
SVK;1978;3.2149608
ZAF;1978;0.96227163
ESP;1978;17.292536
CHE;1978;40.785473
TWN;1978;7.917228
OWID_USS;1978;5.0810037
GBR;1978;4.711753
USA;1978;8.192759
VEN;1978;9.782297
OWID_WRL;1978;8.82472
DZA;1979;0.5792936
ARG;1979;8.312162
AUS;1979;5.1658406
AUT;1979;25.784454
BGD;1979;5.825672
BEL;1979;5.7608137
BRA;1979;32.51719
BGR;1979;8.586367
CAN;1979;31.059208
CHL;1979;21.552887
CHN;1979;3.008899
COL;1979;21.762644
CZE;1979;1.0576006
EGY;1979;15.267534
FIN;1979;19.237047
FRA;1979;13.466322
DEU;1979;4.7160487
HUN;1979;0.13454616
IND;1979;14.103171
IDN;1979;1.4562845
IRN;1979;3.6342711
IRL;1979;2.3525975
ITA;1979;8.741142
JPN;1979;10.052746
LUX;1979;0.69214594
MYS;1979;2.6952229
MEX;1979;6.7473707
MAR;1979;7.719043
NLD;1979;1.4459108
NZL;1979;44.850327
NOR;1979;65.86465
PAK;1979;18.069641
PER;1979;20.380562
POL;1979;0.42775407
ROU;1979;4.625903
SAU;1979;0
SVK;1979;5.4123397
ZAF;1979;0.5590492
ESP;1979;17.786201
CHE;1979;42.576237
TWN;1979;10.541493
OWID_USS;1979;5.152096
GBR;1979;4.645052
USA;1979;7.8222456
VEN;1979;10.329237
OWID_WRL;1979;8.943431
DZA;1980;0.4290016
ARG;1980;10.958725
AUS;1980;4.862272
AUT;1980;26.826015
BGD;1980;4.96088
BEL;1980;6.6043563
BRA;1980;35.243515
BGR;1980;8.474185
CAN;1980;31.51935
CHL;1980;22.069942
CHN;1980;3.566198
COL;1980;22.777384
CZE;1980;1.1426239
EGY;1980;13.69403
FIN;1980;18.891968
FRA;1980;16.647429
DEU;1980;5.1990204
HUN;1980;0.10290331
IND;1980;14.023217
IDN;1980;1.2272301
IRN;1980;4.064726
IRL;1980;2.4656003
ISR;1980;0
ITA;1980;8.802953
JPN;1980;11.690446
LUX;1980;0.77743924
MYS;1980;3.2901187
MEX;1980;5.803557
MAR;1980;7.3711247
NLD;1980;1.7411675
NZL;1980;46.991554
NOR;1980;65.25247
PAK;1980;17.12823
PER;1980;19.653427
POL;1980;0.5173495
ROU;1980;5.1059155
SAU;1980;0
SVK;1980;8.905686
ZAF;1980;0.45417184
ESP;1980;11.640144
CHE;1980;45.622498
TWN;1980;10.143001
OWID_USS;1980;5.6027513
GBR;1980;4.902943
USA;1980;8.033562
VEN;1980;9.45448
OWID_WRL;1980;9.40021
DZA;1981;0.50294036
ARG;1981;11.287144
AUS;1981;4.930354
AUT;1981;29.280653
BGD;1981;5.0166492
BEL;1981;7.1601987
BRA;1981;36.3235
BGR;1981;11.048305
CAN;1981;33.6213
CHL;1981;22.72726
CHN;1981;4.066497
COL;1981;22.155632
CZE;1981;0.9889818
EGY;1981;12.52634
FIN;1981;30.572697
FRA;1981;22.63198
DEU;1981;6.1013775
HUN;1981;0.15593338
IND;1981;13.466771
IDN;1981;1.1406815
IRN;1981;4.4219165
IRL;1981;2.5970182
ISR;1981;0.006281011
ITA;1981;8.595571
JPN;1981;12.163535
LUX;1981;0.99061763
MYS;1981;3.5273147
MEX;1981;7.5373635
MAR;1981;5.1364617
NLD;1981;1.6736997
NZL;1981;47.48469
NOR;1981;68.59787
PAK;1981;16.780693
PER;1981;21.26738
POL;1981;0.5322904
ROU;1981;5.1341105
SAU;1981;0
SVK;1981;9.376169
ZAF;1981;0.65005094
ESP;1981;10.44322
CHE;1981;48.46403
TWN;1981;15.080439
THA;1981;6.015194
OWID_USS;1981;5.8181744
GBR;1981;5.2179065
USA;1981;8.381008
VEN;1981;9.426736
VNM;1981;8.2104645
OWID_WRL;1981;10.062484
DZA;1982;0.5708701
ARG;1982;12.366886
AUS;1982;4.6367826
AUT;1982;30.31977
BGD;1982;3.8052511
BEL;1982;8.852228
BRA;1982;37.79666
BGR;1982;11.650768
CAN;1982;33.57675
CHL;1982;26.627869
CHN;1982;4.4212723
COL;1982;23.009438
CZE;1982;0.8108596
EGY;1982;11.533038
FIN;1982;32.57894
FRA;1982;23.749939
DEU;1982;6.94745
GRC;1982;5.2865105
HUN;1982;0.14692831
IND;1982;11.493147
IDN;1982;1.2204517
IRN;1982;4.111237
IRL;1982;2.4390516
ISR;1982;0.005812406
ITA;1982;9.199923
JPN;1982;13.922405
LUX;1982;0.9594649
MYS;1982;3.1702034
MEX;1982;6.8430977
MAR;1982;2.7842176
NLD;1982;1.5572321
NZL;1982;43.100174
NOR;1982;69.16161
PAK;1982;17.143526
PER;1982;22.379803
POL;1982;0.39483663
ROU;1982;4.8196645
SAU;1982;0
SVK;1982;10.080485
ZAF;1982;0.37149048
ESP;1982;11.669606
CHE;1982;50.06023
TWN;1982;15.588453
THA;1982;7.5709677
TUR;1982;12.745108
OWID_USS;1982;5.6887503
GBR;1982;6.0469975
USA;1982;9.628787
VEN;1982;9.688069
VNM;1982;7.957216
OWID_WRL;1982;10.546408
DZA;1983;0.25644946
ARG;1983;13.302724
AUS;1983;4.534481
AUT;1983;30.117786
BGD;1983;4.870658
BEL;1983;13.9216795
BRA;1983;41.02851
BGR;1983;13.141084
CAN;1983;35.803665
CHL;1983;27.825817
CHN;1983;4.8234906
COL;1983;22.032003
CZE;1983;0.89533144
DNK;1983;0.14966652
EGY;1983;9.980415
FIN;1983;34.468693
FRA;1983;27.476105
DEU;1983;7.0113754
GRC;1983;3.454517
HUN;1983;2.3771007
IND;1983;10.732102
IDN;1983;1.7323705
IRN;1983;3.3884645
IRL;1983;2.4031906
ISR;1983;0.002904362
ITA;1983;9.190798
JPN;1983;14.839226
LUX;1983;1.0039246
MYS;1983;3.213416
MEX;1983;6.308686
MAR;1983;2.2804005
NLD;1983;1.4219129
NZL;1983;44.462418
NOR;1983;71.88228
PAK;1983;18.630857
PER;1983;24.702398
POL;1983;0.44284835
ROU;1983;4.1099563
SAU;1983;0
SVK;1983;10.604702
ZAF;1983;0.21470517
ESP;1983;12.242547
CHE;1983;47.80799
TWN;1983;18.794779
THA;1983;6.5891347
TUR;1983;9.873128
OWID_USS;1983;5.908102
GBR;1983;6.7592278
USA;1983;10.2414255
VEN;1983;11.105164
VNM;1983;5.9674644
OWID_WRL;1983;11.149119
DZA;1984;0.5136736
ARG;1984;14.838512
AUS;1984;4.7184544
AUT;1984;26.68983
BGD;1984;6.1055837
BEL;1984;15.309538
BRA;1984;43.019447
BGR;1984;13.485257
CAN;1984;36.21152
CHL;1984;27.770302
CHN;1984;4.515455
COL;1984;24.247952
CZE;1984;1.1667187
DNK;1984;0.15148832
EGY;1984;8.979603
FIN;1984;33.90457
FRA;1984;31.831202
DEU;1984;8.540656
GRC;1984;4.0465713
HUN;1984;3.4739003
IND;1984;11.339728
IDN;1984;1.7180939
IRN;1984;2.9317567
IRL;1984;2.1390052
ISR;1984;0.005582046
ITA;1984;9.424901
JPN;1984;14.190346
LUX;1984;1.0007659
MYS;1984;5.8833213
MEX;1984;6.831296
MAR;1984;1.7123275
NLD;1984;1.3274013
NZL;1984;43.45358
NOR;1984;71.13632
PAK;1984;18.312424
PER;1984;25.10971
POL;1984;0.3671588
ROU;1984;4.670981
SAU;1984;0
SVK;1984;10.821858
ZAF;1984;1.4285707
ESP;1984;17.25076
CHE;1984;46.826828
TWN;1984;21.796032
THA;1984;6.626251
TUR;1984;11.116493
OWID_USS;1984;6.75758
GBR;1984;7.263492
USA;1984;10.170345
VEN;1984;12.205674
VNM;1984;7.7337303
OWID_WRL;1984;11.675484
DZA;1985;0.72826535
ARG;1985;16.157017
AUS;1985;4.863155
AUT;1985;29.769283
AZE;1985;1.6519357
BGD;1985;4.526682
BLR;1985;0.014493478
BEL;1985;18.222717
BRA;1985;43.810577
BGR;1985;13.023737
CAN;1985;37.621876
CHL;1985;30.351582
CHN;1985;4.441829
COL;1985;25.23612
CZE;1985;1.8594567
DNK;1985;0.16285837
EGY;1985;8.225813
EST;1985;0
FIN;1985;31.55871
FRA;1985;34.250317
DEU;1985;10.49098
GRC;1985;3.7546217
HUN;1985;5.6528172
IND;1985;10.478157
IDN;1985;1.9808587
IRN;1985;2.7088299
IRL;1985;2.487561
ISR;1985;0.00601886
ITA;1985;9.136989
JPN;1985;16.466648
KAZ;1985;1.9355252
LVA;1985;8.286784
LTU;1985;15.52998
LUX;1985;0.81546617
MYS;1985;6.482968
MEX;1985;7.82051
MAR;1985;2.2006679
NLD;1985;1.5166957
NZL;1985;41.613804
NOR;1985;69.52918
PAK;1985;18.1585
PER;1985;27.571493
POL;1985;0.4598646
ROU;1985;5.2583566
RUS;1985;7.8923173
SAU;1985;0
SVK;1985;13.719656
ZAF;1985;1.8507943
ESP;1985;18.870678
SWE;1985;55.210285
CHE;1985;49.264248
TWN;1985;24.982508
THA;1985;5.7355323
TUR;1985;9.229306
TKM;1985;0.006198966
UKR;1985;6.5788693
GBR;1985;7.7404714
USA;1985;10.443619
UZB;1985;3.4460564
VEN;1985;13.293667
VNM;1985;7.0842214
OWID_WRL;1985;12.323187
DZA;1986;0.2664045
ARG;1986;15.482304
AUS;1986;4.7985597
AUT;1986;30.177652
AZE;1986;0.9406936
BGD;1986;2.5327973
BLR;1986;0.012695331
BEL;1986;20.147831
BRA;1986;42.815575
BGR;1986;11.968174
CAN;1986;39.055515
CHL;1986;31.423769
CHN;1986;4.3385277
COL;1986;27.80027
CZE;1986;3.6011386
DNK;1986;0.27791974
EGY;1986;7.8884335
EST;1986;0
FIN;1986;31.275412
FRA;1986;36.9464
DEU;1986;10.113061
GRC;1986;4.321012
HUN;1986;6.485686
IND;1986;10.0077715
IDN;1986;2.9868257
IRN;1986;3.4556096
IRL;1986;2.5271845
ISR;1986;0.017165788
ITA;1986;9.223572
JPN;1986;16.753815
KAZ;1986;1.7365297
LVA;1986;8.983882
LTU;1986;17.499424
LUX;1986;0.9784457
MYS;1986;6.458532
MEX;1986;6.596592
MAR;1986;2.8153405
NLD;1986;1.5909495
NZL;1986;42.98595
NOR;1986;66.9773
PAK;1986;16.570778
PER;1986;27.36942
POL;1986;0.38169914
ROU;1986;4.3782783
RUS;1986;8.067212
SAU;1986;0
SVK;1986;16.076738
ZAF;1986;3.1960719
KOR;1986;12.781332
ESP;1986;19.78858
SWE;1986;53.703384
CHE;1986;47.78144
TWN;1986;21.872889
THA;1986;8.074997
TUR;1986;8.374288
TKM;1986;0.004980687
UKR;1986;5.467161
GBR;1986;7.396672
USA;1986;10.968868
UZB;1986;2.9860458
VEN;1986;13.745109
VNM;1986;6.225277
OWID_WRL;1986;12.535581
DZA;1987;0.5174274
ARG;1987;15.696147
AUS;1987;4.532893
AUT;1987;32.193813
AZE;1987;0.9706842
BGD;1987;2.6365013
BLR;1987;0.012513183
BEL;1987;20.878838
BRA;1987;42.589603
BGR;1987;12.356301
CAN;1987;39.012127
CHL;1987;32.36392
CHN;1987;4.2555475
COL;1987;27.698511
CZE;1987;5.76394
DNK;1987;0.37065881
EGY;1987;7.4370356
EST;1987;0
FIN;1987;31.598085
FRA;1987;38.51427
DEU;1987;10.880976
GRC;1987;3.3969667
HUN;1987;9.136688
IND;1987;8.868162
IDN;1987;2.9112308
IRN;1987;3.5734787
IRL;1987;1.8662728
ISR;1987;0.026678516
ITA;1987;7.3135414
JPN;1987;17.543306
KAZ;1987;2.035726
LVA;1987;12.136782
LTU;1987;15.532288
LUX;1987;1.2274541
MYS;1987;7.5484753
MEX;1987;6.1185946
MAR;1987;3.5068126
NLD;1987;1.3999912
NZL;1987;42.211864
NOR;1987;68.43145
PAK;1987;18.999693
PER;1987;27.023897
POL;1987;0.3551029
ROU;1987;4.377777
RUS;1987;8.308958
SAU;1987;0
SVK;1987;15.79752
ZAF;1987;2.3541007
KOR;1987;15.876646
ESP;1987;20.471462
SWE;1987;58.407967
CHE;1987;50.01514
TWN;1987;23.56369
THA;1987;5.194037
TUR;1987;11.513276
TKM;1987;0.005006666
UKR;1987;6.010671
GBR;1987;6.8945527
USA;1987;10.672887
UZB;1987;4.200674
VEN;1987;16.863823
VNM;1987;5.438617
OWID_WRL;1987;12.671119
DZA;1988;0.17717436
ARG;1988;11.459444
AUS;1988;4.64168
AUT;1988;32.733353
AZE;1988;0.842058
BGD;1988;3.0908637
BLR;1988;0.012336068
BEL;1988;21.003311
BRA;1988;44.04565
BGR;1988;15.001813
CAN;1988;37.20411
CHL;1988;28.551182
CHN;1988;4.3230724
COL;1988;29.223629
CZE;1988;6.0560846
DNK;1988;0.5722486
EGY;1988;7.214404
EST;1988;0
FIN;1988;31.296392
FRA;1988;39.82407
DEU;1988;11.835427
GRC;1988;2.7383325
HUN;1988;11.4127865
IND;1988;9.108613
IDN;1988;3.0289974
IRN;1988;3.6968005
IRL;1988;2.3837883
ISR;1988;0.024891872
ITA;1988;7.320364
JPN;1988;16.659359
KAZ;1988;2.3956878
LVA;1988;10.432146
LTU;1988;20.451012
LUX;1988;1.1297147
MYS;1988;8.279656
MEX;1988;6.7846136
MAR;1988;3.7663102
NLD;1988;1.4865474
NZL;1988;42.28657
NOR;1988;69.97984
PAK;1988;18.619598
PER;1988;26.669767
POL;1988;0.36688256
ROU;1988;5.6659927
RUS;1988;8.40067
SAU;1988;0
SVK;1988;15.459297
ZAF;1988;3.753627
KOR;1988;13.806622
ESP;1988;24.472641
SWE;1988;59.79699
CHE;1988;50.43704
TWN;1988;19.496855
THA;1988;4.262178
TUR;1988;16.268532
TKM;1988;0.004972991
UKR;1988;8.390824
GBR;1988;7.82496
USA;1988;10.814678
UZB;1988;4.415101
